,title,url,year,status
723,The (De)collected War of the Worlds,https://decollected.net/,2019,200
724,Petrus de Ebulo: *De rebus Siculis Carmen*,https://eng-bup.unibas.it/library/DH,2020,200
725,Manfredi Potentini Vita Gerardi (BHL 3429) sive Laudatio sancti Gerardi episcopi Potenti,https://eng-bup.unibas.it/library/DH,2020,200
726,Giambattista Vico: Orationes. Digital ed. of the ms. XIII B 55 of the National Library of Naples,https://eng-bup.unibas.it/library/DH,2020,200
727,"Antonio Beccadelli (Panormita), *Alfonsi regis Triumphus - The Triumph of King Alfonso*",https://eng-bup.unibas.it/library/DH,2021,200
728,"Petrus de Prece, Adhortatio",https://eng-bup.unibas.it/library/DH,2020,200
729,"Petrus de Prece, Epistolae",https://eng-bup.unibas.it/library/DH,2020,200
730,SCRIPTA: Site Caennais de Recherche Informatique et de Publication des Textes Anciens,http://www.unicaen.fr/scripta,2013,404
731,Kaiserchronik digital,https://doi.org/10.11588/edition.kcd,2018,200
732,Frank Wedekinds Korrespondenz digital,https://briefedition.wedekind.h-da.de,2015,200
733,Digitales Archiv zum Rostocker Liederbuch (DARL),http://www.rostocker-liederbuch.de,2012,200
734,The *Chronicle* of Matthew of Edessa,https://editions.byzantini.st/ChronicleME/#/,2015,200
735,private voices: The Corpus of American Civil War Letters,https://altchive.org/,2017,200
736,Die Ingelheimer Haderbücher,https://www.haderbuecher.de/,2015,200
737,Digital Mishnah Project,https://editions.erabbinica.org/exist/apps/mishnah/$app/index.html,2018,200
738,Buddhist Stone Sutras in China,https://www.stonesutras.org,2018,200
739,The emʀooɴ database: A collection of digital editions,http://www.emroon.no/,2017,200
740,Blotius Digital: Digitale Edition des Inventars der Wiener Hofbibliothek (1576),https://edition.onb.ac.at/context:blotius,2019,200
741,Freischütz Digital,https://edition.freischuetz-digital.de/,2015,200
742,The Winnifred Eaton Archive,https://www.winnifredeatonarchive.org/,2020,200
743,Die Augsburger Baumeisterbücher: Digitale Edition der mittelalterlichen Stadtrechnungen von 1320 bis 1466,https://www.augsburger-baumeisterbuecher.de/,2017,200
744,Edition des Briefwechsels zwischen Eduard Spranger und Käthe Hadlich,https://editionen.bbf.dipf.de/briefedition-spranger-hadlich/ueber-die-edition,2017,200
745,Karl Wiesinger: Digitale Edition der Tagebücher (1961–1973),http://gams.uni-graz.at/context:wiesinger,2020,200
746,Chronik Aldersbach: Digitale Edition der Chronik des Klosters Aldersbach,http://gams.uni-graz.at/context:aled,2021,200
747,Fausto: uma existência digital,http://www.faustodigital.com/,2016,200
748,EPICAT - Cartes familiars de Catalunya (segles XVI - XIX),https://epicat.uab.cat/,2021,200
749,"Zwischen Theologie, frühmoderner Naturwissenschaft und politischer Korrespondenz: Die sozinianischen Briefwechsel",https://sozinianer.de,2021,200
750,Die Protokolle des Bayerischen Staatsrats 1799 bis 1817,https://www.bayerischer-staatsrat.de/,2012,200
751,Die Protokolle des Bayerischen Ministerrats 1945-1962 Online,https://www.bayerischer-ministerrat.de/,2017,200
752,"""En el ojo del huracán"": Cartas de Ultramar a España, 1823 - Edición digital",http://cards-fly.clul.ul.pt/teitok/ultramar/,2014,200
753,Karl Kraus 1933: Dritte Walpurgisnacht,https://kraus1933.ace.oeaw.ac.at,2019,200
754,Friedrich Dürrenmatt: Das Stoffe-Projekt,https://www.fd-stoffe-online.ch/,2021,200
755,Ein Sermon von Ablass und Gnade: a digital edition,https://editions.mml.ox.ac.uk/editions/ablassgnade6/,2018,200
756,Callimachus: Aetia,http://dcc.dickinson.edu/callimachus-aetia/preface,2016,200
757,Ubi Erat Lupa – Bilddatenbank zu antiken Steindenkmälern,http://lupa.at/,2002,200
758,Exploring Digital Mary Magdalene,https://maria-magdalena.ub.uni-freiburg.de/,2021,200
759,Klemperer Online: Tagebücher 1918–1959,https://doi.org/10.1515/klemp,2019,200
760,The Elizabeth Gaskell Journal: Digital Edition,http://elizabethgaskelljournal.com/index.html,2020,200
761,Digital Mitford: The Mary Russell Mitford Archive,https://digitalmitford.org/index.html,2013,200
762,Digital Dinah Craik,http://tapasproject.org/node/443,2016,200
763,Cretan Institutional Inscriptions,http://cretaninscriptions.vedph.it/,2016,200
764,Gottfried Semper | Der Stil | Digitale Edition,https://www.semper-edition.ch/,2020,200
765,Early Holocaust Testimony: Digital edition,https://early-testimony.ehri-project.eu/,2020,200
766,Homburger Kur- und Badelisten,https://www.lagis-hessen.de/de/klhg,2021,200
767,Etymologiae of Isidore of Seville: a digital scholarly edition,https://db.innovatingknowledge.nl/edition/,2021,200
768,O Pasquineiro da Roça: Edição dos Panfletos de Eulálio Motta,http://www.eulaliomotta.uefs.br/index.php,2013,200
769,Wiki Leopardi,http://wikileopardi.altervista.org,2016,200
770,Netzwerke der Nonnen. Edition und Erschließung der Briefsammlung aus Kloster Lüne (ca. 1460-1555),http://diglib.hab.de/edoc/ed000248/start.htm,2016,200
771,Frühneuzeitliche Geburtsbriefe aus Mainz,https://teaching-dhlab.pages.gitlab.rlp.net/geburtsbriefemainz/home/,2021,200
772,Anne Frank Manuscripten,https://annefrankmanuscripten.org/,2021,200
773,Philipp Hainhofer: Reiseberichte & Sammlungsbeschreibungen 1594–1636,https://hainhofer.hab.de/,2020,200
774,Ahiqar - The Story of Ahiqar in its Syriac and Arabic Tradition,https://ahiqar.uni-goettingen.de,2021,200
775,When the Wall Came Down. The Perception of German Reunification in International Diplomatic Documents 1989–1990,https://www.dodis.ch/q12,2019,200
776,"THOMAS BERNHARD: ""Wittgensteins Neffe"". Kommentierte Edition",https://wn.ace.oeaw.ac.at/,2021,200
777,Lettres d'Yves de Chartres,http://telma-chartes.irht.cnrs.fr/yves-de-chartres,2021,200
778,Correspondances égyptologiques. Lettres d’Auguste Mariette,https://thlebee.github.io/CoEg/,2020,200
779,Keltische Götternamen in den Inschriften der römischen Provinz Germania Inferior,https://gams.uni-graz.at/context:fercan,2018,200
780,CoReMA: Cooking Recipes of the Middle Ages,https://gams.uni-graz.at/context:corema,2020,200
781,"Quellen zur habsburgisch-osmanischen Diplomatie in der Neuzeit – Die Internuntiatur des Johann Rudolf Schmid zum Schwarzenhorn (1649): Reisebericht, Instruktionen, Korrespondenz, Berichte",http://gams.uni-graz.at/context:dipko,2019,200
782,Narragonien digital. Digitale Textausgaben von europäischen 'Narrenschiffen' des 15. Jahrhunderts.,http://www.narragonien-digital.de,2021,502
783,Notes from Egypt,https://notesfromegypt.info/index.html,2017,200
784,The Civil War & Reconstruction Governors of Mississippi Digital Documentary Edition,https://cwrgm.org/,2021,200
785,Edizione digitale Lettere di Bellini,https://licodemo.ilc.cnr.it/demo/bellini/build/,2021,200
786,Online-Edition der Protokolle der Fraktionen des Deutschen Bundestags,https://fraktionsprotokolle.de/,2017,200
787,The Papers of Martin Van Buren,http://vanburenpapers.org/,2016,200
788,Dehmel digital,https://dehmel-digital.de/,2020,200
789,"Alexander von Humboldt: Sämtliche Schriften (Aufsätze, Artikel, Essays). Berner Ausgabe digital",https://humboldt.unibe.ch/text,2021,200
790,"U.S. Constitutional Convention 1787: Grand Convention at Philadelphia, May to September, 1787, Quill Project 2019 Edition.",https://www.quillproject.net/convention/114,2019,200
791,Adams Papers Digital Edition,https://www.masshist.org/publications/adams-papers/,2022,200
792,Peter Handke Notizbücher: Digitale Edition,https://edition.onb.ac.at/handke-notizbuecher,2022,200
793,Wallace Online,http://wallace-online.org/,2012,200
794,GramsciProject,http://www.gramsciproject.org/,2022,200
795,Karl Kraus: Rechtsakten der Kanzlei Oskar Samek. Wissenschaftliche Edition,https://kraus.wienbibliothek.at/,2022,200
796,Mystische Bücher in der Bibliothek der Kartause Erfurt. Digitale Edition,https://making-mysticism.org/edition/1.0/html/,2022,200
797,kleist-digital,https://www.kleist-digital.de/,2014,200
